item_number,Signal Code,rtcc_footage_requested
l-13876-21,67P,yes
l-21840-21,67A,yes
l-23536-21,67A,yes
l-23579-21,100,yes
l-23728-21,20,yes
l-23727-21,34 S,yes
l-24378-21,64G,yes
l-24820-21,20I,yes
l-24367-21,64J,yes
l-24840-21,20,yes
l-25144-21,20,yes
l-23620-21,30S,yes
l-25402-21,65 J,yes
l-25289-21,100,yes
l-25465-21,98,yes
l-25516-21,24,yes
l-25561-21,34C,yes
l-22041-21,62C,yes
l-26097-21,100,yes
l-24379-21,67C,yes
k-29558-21,30S,yes
l-26328-21,20,yes
l-26552-21,20,yes
l-26495-21,20,yes
l-25927-21,18,yes
l-21348-21,37,yes
l-26863-21,20I,yes
l-26965-21,94,yes
l-26957-21,20,yes
l-27099-21,100i,yes
l-26726-21,35D,yes
l-26432-21,30S,yes
l-21207-21,67A,yes
l-27377-21,20,yes
l-02321-21,34S,yes
l-27667-21,20,yes
l-27773-21,24,yes
l-27795-21,67A,yes
l-26674-21,21,yes
l-18760-21,30,yes
l-27805-21,100,yes
l-27652-21,35,yes
l-27805-21,100,yes
l-28320-21,20,yes
l-28322-21,100I,yes
l-24489-21,65,yes
l-28589-21,100,yes
l-28546-21,34C,yes
l-28834-21,100,yes
l-28902-21,20,yes
l-29030-21,21,yes
l-29010-21,65 P,yes
l-29029-21,24,yes
l-26819-21,62,yes
l-28546-21,34C,yes
l-29347-21,34S,yes
l-29525-21,20I,yes
l-29717-21,20 I,yes
l-29538-21,20,yes
l-29843-21,100,yes
l-29796-21,100,yes
l-29852-21,103,yes
l-30068-21,20,yes
l-30281-21,62C,yes
l-30261-21,35,yes
l-30401-21,64G,yes
k-32657-21,34 S,yes
l-30489-21,30S,yes
l-30559-21,20 I,yes
l-30618-21,21,yes
l-30633-21,37,yes
l-30750-21,18,yes
l-30855-21,21,yes
l-31112-21,20,yes
l-31179-21,966,yes
l-28149-21,64G,yes
l-31280-21,65J,yes
l-31706-21,103-F,yes
l-31280-21,34J,yes
l-31836-21,103-F,yes
l-31885-21,20,yes
l-32008-21,62C,yes
l-32013-21,20,yes
l-31978-21,20,yes
l-28266-21,62C,yes
l-29198-21,35D,yes
l-32153-21,20,yes
e-34938-21,21,yes
l-32287-21,20,yes
k-31446-21,21,yes
l-31659-21,62C,yes
l-32873-21,20i,yes
l-28266-21,62C,yes
l-33110-21,20,yes
l-33189-21,21ID,yes
l-29062-21,62C,yes
l-32186-21,100,yes
l-33638-21,95 G,yes
l-33714-21,34S,yes
l-29179-21,29U,yes
l-29010-21,65,yes
l-33813-21,20 I,yes
l-31697-21,67A,yes
l-33953-21,29U,yes
l-34186-21,34C,yes
l-34315-21,20,yes
l-13942-21,64G,yes
l-30489-21,30S,yes
l-34559-21,20-I,yes
l-20820-21,62C,yes
l-25402-21,65J,yes
l-34433-21,100,yes
l-34270-21,34S,yes
l-34453-21,34S,yes
l-30489-21,30S,yes
l-34760-21,67 A,yes
l-34935-21,34 C,yes
l-34917-21,20,yes
l-34955-21,20,yes
l-34747-21,64 J,yes
l-35058-21,64J,yes
l-35051-21,64J,yes
l-35223-21,37,yes
l-35422-21,100,yes
l-35468-21,100I,yes
l-35465-21,20I,yes
l-35613-21,35D,yes
l-35621-21,30S,yes
l-35026-21,64J,yes
l-35858-21,94,yes
l-35621-21,30S,yes
l-33953-21,29S,yes
l-34935-21,34C,yes
l-30489-21,30S,yes
l-36078-21,20,yes
l-36018-21,62C,yes
l-35535-21,30S,yes
a-00725-22,100,yes
a-00717-22,65,yes
a-00810-22,20I,yes
a-00774-22,62C,yes
a-01470-21,21,yes
l-35468-21,100I,yes
a-01807-22,20I,yes
a-01855-22,100I,yes
a-01909-22,64J,yes
a-02029-22,24,yes
a-02092-22,20I,yes
a-02061-22,20,yes
a-02080-22,103,yes
a-01984-22,34S,yes
a-01984-22,34S,yes
a-02285-22,37,yes
a-01572-22,65,yes
a-02285-22,62B,yes
a-01572-22,65,yes
a-02634-22,30S,yes
a-02918-22,64,yes
a-03083-22,20I,yes
l-30489-21,30S,yes
a-03155-22,20,yes
a-03044-22,20,yes
l-28147-21,30 S,yes
a-03083-22,20,yes
a-32220-22,18,yes
a-03454-22,20,yes
a-03476-22,35,yes
a-03549-22,64J,yes
a-03549-22,64J,yes
a-02380-22,62B,yes
a-03855-22,100I,yes
a-03203-22,67AR,yes
a-04060-22,100,yes
l-13942-21,64G,yes
a-04311-22,18,yes
a-04393-22,18,yes
a-04494-22,20,yes
a-04350-22,20,yes
a-04442-22,64G,yes
a-04541-22,100,yes
a-04288-22,100,yes
a-04814-22,20F,yes
a-05148-22,20,yes
a-04442-22,64G,yes
a-05038-22,34S,yes
a-03258-21,64J,yes
a-05491-22,67A,yes
a-05539-22,34S,yes
a-05753-21,35,yes
a-05696-22,62C,yes
a-02985-22,100,yes
a-05671-22,62C,yes
a-05850-21,100,yes
a-06010-22,20I,yes
a-06088-22,20,yes
a-06063-22,20I,yes
a-06128-22,94,yes
l-32186-21,100,yes
a-05038-22,34S,yes
e-34938-21,21,yes
a-06440-22,100,yes
a-06499-22,100,yes
a-05839-22,34S,yes
a-06803-22,34,yes
a-06829-22,29ST,yes
a-07189-22,20,yes
a-07241-22,67A,yes
l-21303-21,34S,yes
a-07262-22,20I,yes
a-06768-22,64G,yes
l-10360-21,21,yes
l-12309-21,30S,yes
a-06789-22,64G,yes
l-33669-21,95G,yes
a-07680-22,20,yes
a-01855-22,100I,yes
a-01027-22,67,yes
a-07992-22,64,yes
a-08051-22,18,yes
a-08052-21,18,yes
a-08056-22,103,yes
a-07888-22,20,yes
a-08083-22,65,yes
a-07986-22,30S,yes
a-08210-22,65,yes
a-08561-22,20,yes
a-07258-22,67A,yes
a-07986-22,30S,yes
a-07056-22,62B,yes
a-07986-22,30S,yes
a-08854-22,30S,yes
a-08814-22,37,yes
a-08841-22,34S,yes
a-08927-22,34C,yes
a-08903-22,42,yes
a-08971-22,103F,yes
a-08954-22,20,yes
a-08983-22,20,yes
a-08210-22,65,yes
a-09114-22,20,yes
a-09122-22,18A,yes
a-09067-22,100X,yes
a-08925-22,21,yes
a-09142-22,20,yes
a-09262-22,100I,yes
a-08975-22,62C,yes
a-08903-22,67A,yes
a-09484-22,20,yes
a-08854-22,30S,yes
a-10042-22,20I,yes
a-10498-22,20I,yes
a-10548-22,37,yes
a-10794-22,20,yes
a-10848-22,20,yes
a-10854-22,34S,yes
a-10548-22,37,yes
a-11007-22,20-I,yes
a-10848-22,20,yes
a-11001-22,20I,yes
a-11023-22,20,yes
a-11195-21,34S,yes
a-11075-22,56,yes
a-11313-22,34S,yes
a-11475-22,20I,yes
a-11522-22,20,yes
a-11602-22,20,yes
a-11577-22,21,yes
a-10346-22,62C,yes
a-11755-21,62C,yes
a-11241-22,64J,yes
a-10573-22,67A,yes
a-11856-22,20,yes
a-11994-22,100,yes
a-11968-22,34S,yes
a-11024-22,62C,yes
a-12193-22,20,yes
a-11968-22,34S,yes
a-12217-22,20I,yes
a-12193-21,20,yes
a-12247-22,20,yes
a-12300-22,20,yes
a-12383-22,100I,yes
a-12425-22,34-S,yes
a-10466-22,67,yes
a-10142-22,64J,yes
a-12425-22,34S,yes
a-12558-22,64-G,yes
a-12634-22,42,yes
a-12730-22,100,yes
a-12789-22,20,yes
a-12848-22,100,yes
l-16495-21,30S,yes
a-09262-22,100F,yes
a-05798-22,67A,yes
a-12890-22,64J,yes
a-11000-22,64J,yes
a-10637-22,62,yes
a-12356-22,34S,yes
a-12356-22,34s,yes
a-13365-22,20I,yes
a-13578-22,20,yes
a-11994-22,100,yes
a-13333-22,20,yes
a-13491-22,64 J,yes
a-13796-22,20,yes
a-13822-22,20,yes
a-14092-22,27-45,yes
a-14218-22,20I,yes
a-14275-22,94,yes
e-34938-21,21,yes
a-14218-22,20I,yes
a-11513-22,67AR,yes
a-14107-22,20,yes
a-14407-22,20,yes
a-13319-22,64,yes
a-13491-22,27-64,yes
a-14309-22,34S,yes
a-14387-22,64J,yes
a-14751-22,64J,yes
a-14799-22,20,yes
a-14775-22,20I,yes
a-15000-22,64 J,yes
a-15126-22,20,yes
a-15438-22,20,yes
a-15450-22,64J,yes
a-15506-22,18,yes
e-34938-21,21,yes
a-15591-22,62C,yes
a-15540-22,62C,yes
a-16117-22,34-S,yes
a-15978-22,100,yes
a-15911-22,20I,yes
a-15976-22,20I,yes
a-16366-22,20I,yes
a-16344-22,20I,yes
a-16517-22,21,yes
a-16578-22,64G,yes
a-16688-22,20,yes
a-16845-22,100I,yes
a-16802-22,20,yes
a-17004-22,20I,yes
a-17117-22,35,yes
a-17191-22,100,yes
a-17240-22,20I,yes
a-17330-22,20I,yes
a-17504-22,103,yes
a-17536-21,27/30,yes
a-12665-22,62C,yes
a-17630-22,37,yes
a-17630-22,37,yes
a-17864-22,64J,yes
a-17769-22,52F,yes
a-17962-22,20,yes
a-17948-22,35-D,yes
a-17711-22,20,yes
a-17849-22,20I,yes
a-17945-22,20,yes
a-17962-22,20,yes
a-16117-22,34S,yes
a-12012-22,21-M,yes
a-18108-22,55,yes
a-18403-22,20,yes
a-17652-22,67AR,yes
a-18732-22,20,yes
a-18543-22,20,yes
a-18736-22,20,yes
a-18928-22,20,yes
a-19020-22,20,yes
a-19049-22,100,yes
a-18985-22,64 G,yes
a-19099-22,18,yes
a-19147-22,64 G,yes
a-19057-22,94,yes
a-16139-22,30S,yes
a-14309-22,34S,yes
a-19504-22,20,yes
a-19554-22,20,yes
a-19808-22,100,yes
a-18722-22,107,yes
a-19491-22,64G,yes
a-19774-22,30S,yes
a-20006-22,34S,yes
a-20012-22,20C,yes
a-20097-22,18,yes
a-20109-22,94,yes
a-19509-22,64G,yes
a-20112-22,64 J,yes
a-20186-22,94,yes
a-03258-22,64J,yes
a-19774-22,30S,yes
a-14309-22,34 S,yes
a-20429-22,62a,yes
a-20783-22,21,yes
a-11313-22,34S,yes
a-02634-22,30S,yes
a-20597-22,20I,yes
a-16668-22,64J,yes
a-20937-22,20,yes
a-20840-22,94,yes
a-21127-22,18,yes
a-21127-22,18,yes
a-21263-22,20,yes
a-20109-22,2764J,yes
a-21516-22,94,yes
a-21226-22,37D,yes
a-21754-22,20,yes
a-17048-22,30S,yes
a-20361-22,30S,yes
a-20783-22,21,yes
a-16706-22,64J,yes
a-13814-22,62B,yes
a-21462-22,34S,yes
a-22056-22,20,yes
a-18477-22,62C,yes
a-21118-22,64J,yes
a-22374-22,20I,yes
a-22341-22,20I,yes
a-22321-22,20I,yes
a-22461-22,20I,yes
a-22527-22,20,yes
a-22443-22,94,yes
a-16117-22,34S,yes
a-22719-22,27/29s,yes
a-22856-22,29U,yes
a-22831-22,107,yes
a-23035-22,100,yes
l-10360-21,966,yes
a-22972-22,20,yes
a-23709-22,21,yes
a-21783-22,67A,yes
a-12028-22,62C,yes
a-23273-22,100,yes
a-23280-22,21,yes
a-20122-22,64 G,yes
a-23634-22,35D,yes
a-23761-22,18,yes
a-23430-22,94,yes
a-17727-22,34 S,yes
a-22971-22,64,yes
a-23873-22,20I,yes
a-24021-22,62C,yes
a-24056-22,20I,yes
a-24124-22,20,yes
a-24154-22,103M,yes
a-24001-22,67P,yes
a-23816-22,62C,yes
a-24348-22,35,yes
a-13756-22,67 A,yes
a-24514-22,18,yes
a-24526-22,35,yes
a-24546-22,37,yes
a-24620-22,37,yes
a-12016-22,21M,yes
a-24743-22,20,yes
a-24400-22,65,yes
a-24549-22,64G,yes
a-24766-22,20,yes
a-24863-22,34C,yes
a-24863-22,34C,yes
a-24007-22,67,yes
a-21749-22,62C,yes
a-24523-22,37,yes
a-21447-22,67A,yes
a-25326-22,64G,yes
a-25339-22,67A,yes
a-24454-22,67A,yes
a-25463-22,20I,yes
a-19774-22,30 S,yes
a-25533-22,20I,yes
a-24454-22,67 A,yes
a-25565-22,18,yes
a-25672-22,18,yes
a-25438-22,34S,yes
a-25630-22,100,yes
a-25668-22,37,yes
a-25693-22,64,yes
a-25326-22,64G,yes
a-18542-22,62C,yes
a-26019-22,20,yes
a-24226-22,64G,yes
a-26223-22,20,yes
a-02634-22,30S,yes
a-26724-22,21,yes
a-26745-22,20I,yes
a-26659-22,100,yes
a-26813-22,100I,yes
a-26872-22,107,yes
a-26807-22,34S,yes
a-26680-22,100,yes
a-26260-22,67B,yes
a-26969-22,21,yes
a-27307-22,20I,yes
a-27257-22,100,yes
a-27410-22,107,yes
a-23873-22,100,yes
a-15236-22,67S,yes
a-23709-22,21,yes
e-34938-21,21,yes
a-27460-22,37,yes
a-22555-22,64G,yes
a-27545-22,20,yes
a-27649-22,34S,yes
a-17864-22,27/64J,yes
a-24361-22,62C,yes
a-27551-22,100,yes
a-27892-22,21,yes
a-27893-22,64J,yes
a-27978-22,103F,yes
a-07681-22,30S,yes
a-28408-22,34C,yes
a-28435-22,34C,yes
a-21447-22,67A,yes
a-28407-22,62C,yes
a-28584-22,20I,yes
a-28778-22,64J,yes
a-20783-22,21,yes
a-28583-22,21,yes
a-27649-22,34S,yes
a-28950-22,20I,yes
a-29027-22,94,yes
a-29007-22,64J,yes
a-26295-22,64J,yes
a-29052-22,64G,yes
a-29157-22,20,yes
a-28170-22,65,yes
a-29122-22,34S,yes
a-29351-22,56,yes
a-29353-22,62C,yes
a-29442-22,21,yes
a-29463-22,64G,yes
a-29463-22,64G,yes
a-29505-22,67 P,yes
a-29591-22,20I,yes
"20, a-29659-22",20,yes
a-29052-22,64G,yes
a-27653-22,2767A,yes
a-26882-22,62C,yes
a-29974-22,21,yes
a-29974-22,21,yes
a-30150-22,20,yes
a-30214-22,94,yes
a-28511-22,67,yes
a-30346-22,34S,yes
a-30214-22,34 S,yes
a-30205-22,100 I,yes
a-11553-22,67 A,yes
a-30715-22,37,yes
a-30648-22,20,yes
a-29193-22,34S,yes
a-31012-22,100,yes
a-30904-22,64G,yes
a-30899-22,27/67A,yes
a-31085-22,100,yes
a-31095-22,62C,yes
a-30346-22,34S,yes
a-27649-22,34S,yes
a-31582-22,34S,yes
a-31857-22,20-F,yes
a-31857-22,20F,yes
a-31882-22,20I,yes
a-31664-22,100,yes
a-30617-22,2745,yes
a-30617-22,2745,yes
a-31870-22,20,yes
a-32124-22,20,yes
a-32296-22,100,yes
a-32211-22,35,yes
a-32289-22,67A,yes
a-32444-22,34S,yes
a-32163-22,29U,yes
a-32335-22,67A,yes
a-32165-22,64J,yes
l-1036021,21,yes
a-32451-22,34,yes
a-32578-22,20I,yes
a-27649-22,34S,yes
a-32748-22,20,yes
a-32748,20,yes
a-32865-22,21,yes
a-33063-22,37,yes
a-33160-22,20I,yes
a-33182-22,18,yes
a-33241-22,20I,yes
a-33232-22,67,yes
a-33215-22,20I,yes
a-33437-22,37,yes
a-33513-22,62C,yes
a-33642-22,20,yes
a-33650-22,21,yes
a-33716-22,20,yes
a-33703-22,20I,yes
a-33899-22,107,yes
a-32444-22,34S,yes
a-33817-22,67A,yes
a-33898-22,64G,yes
a-34165-22,20I,yes
a-34191-22,56,yes
a-34521-22,20,yes
a-34629-22,20I,yes
a-32561-22,67A,yes
a-21912-22,21M,yes
k-19254-21,21,yes
a-32354-22,64J,yes
a-34749-22,27-62C,yes
a-31378-22,64G,yes
a-34839-22,64J,yes
a-34973-22,20,yes
a-30617-22,27/45,yes
a-35216-22,18,yes
a-35242-22,18,yes
b-00086-22,18,yes
b-00100-22,18,yes
b-00110-22,18,yes
b-00157-22,103F,yes
a-35228-22,67A,yes
b-00054-22,64K,yes
b-00315-22,20,yes
b-00254-22,20,yes
a-20783-22,21,yes
a-30617-22,27-45,yes
a-21462-22,34S,yes
a-34903-22,30S,yes
a-33513-22,62C,yes
b-00794-22,20,yes
b-00748-22,34S,yes
b-00884-22,20I,yes
b-00966-22,18,yes
b-00976-22,18,yes
b-00998-22,18,yes
b-01074-22,20,yes
b-01098-22,18,yes
a-33642-22,20,yes
b-01137-22,18,yes
b-01163-22,18,yes
b-01210-22,18,yes
b-01410-22,107,yes
b-01473-22,67P,yes
b-01610-22,20,yes
b-01632-22,20I,yes
b-01704-22,20,yes
b-01843-22,20,yes
b-01881-22,20,yes
a-33056-22,65J,yes
b-01878-22,20,yes
b-01276-22,62C,yes
b-00748-22,34S,yes
a-33817-22,62C,yes
b-03121-22,18,yes
b-00748-22,34S,yes
b-02348-22,20I,yes
b-02643-22,20F,yes
b-02904-22,107,yes
b-02917-22,108,yes
b-02974-22,35D,yes
b-03008-22,20I,yes
b-03167-22,20,yes
b-03140-22,21,yes
b-02883-22,67C,yes
a-35296-22,67C,yes
b-03235-22,20,yes
b-03329-22,21,yes
a-33358-22,30S,yes
b-03932-22,20,yes
b-04112-22,20-I,yes
b-04274-22,20,yes
b-04333-22,21ID,yes
b-04569-22,20I,yes
b-03140-22,21,yes
a-17864-22,27-64J,yes
a-29007-22,64J,yes
b-04658-22,62C,yes
b-04825-22,20,yes
b-04859-21,20,yes
a-04779-22,65,yes
b-02643-22,30 S,yes
b-05094-22,18,yes
a-33358-22,30S,yes
a-20991-22,34 S,yes
b-05205-22,65,yes
b-05351-22,100I,yes
b-54111-22,37,yes
b-05542-22,20I,yes
b-05757-22,20-I,yes
b-05756-22,65P,yes
b-05750-22,64,yes
b-04707-22,62C,yes
b-05963-22,20-I,yes
b-06070-22,20I,yes
b-06046-22,34S,yes
b-05060-22,100X,yes
b-06182-22,100I,yes
b-06223-22,18,yes
b-06865-22,56,yes
b-02917-22,94,yes
b-03827-22,30S,yes
b-07057-22,21,yes
b-07107-22,64J,yes
b-07057-22,21,yes
b-06933-22,100,yes
b-03858-22,62C,yes
b-05205-22,65,yes
b-07434-22,20I,yes
b-07435-22,18,yes
b-07491-22,20I,yes
b-07476-22,94,yes
b-07539-22,34C,yes
b-07565-22,35,yes
b-07562-22,20I,yes
b-07657-22,20,yes
b-07676-22,64 J,yes
b-07445-22,103F,yes
b-05561-22,62C,yes
b-07625-22,62C,yes
b-08318-2,20I,yes
b-07200-22,67A,yes
b-08290-22,62C,yes
b-02197-22,67A,yes
b-08489-22,20,yes
b-02197-22,67A,yes
b-07994-22,67S,yes
b-08543-22,20,yes
b-07508-22,67A,yes
b-07789-22,94,yes
b-08842-22,66,yes
b-08865-22,100,yes
a-20991-22,34-S,yes
b-09009-22,20,yes
b-09110-22,65-J,yes
b-08720-22,18,yes
b-07676-22,65J,yes
b-08823-22,52F,yes
b-08892-22,64,yes
b-08720-22,18,yes
b-07676-22,65J,yes
b-09263-22,20,yes
b-02661-22,67,yes
b-09150-22,62B,yes
b-09479-22,20,yes
b-09110-22,65J,yes
a-33358-22,30S,yes
b-09286-22,62C,yes
b-09691-22,20,yes
b-08631-22,100,yes
b-09577-22,60,yes
a-14823-22,64J,yes
b-10047-22,100I,yes
b-10153-22,108,yes
b-10205-22,67,yes
b-10122-22,64G,yes
b-10383-22,64G,yes
b-10153-22,108,yes
b-10159-22,20,yes
b-10607-22,67A,yes
b-07977-22,64G,yes
b-10607-22,67A,yes
a-30150-22,20,yes
b-11156-22,20,yes
b-11079-22,30S,yes
b-10153-22,108,yes
b-11079-22,30S,yes
b-11352-22,20I,yes
b-11407-22,37D,yes
b-11385-22,34 S,yes
a-20991-22,34 S,yes
b-11079-22,30S,yes
b-11790-22,20,yes
b-11896-22,20,yes
b-11949-22,20,yes
b-12012-22,20C,yes
b-07107-22,64J,yes
a-33358-22,30S,yes
b-12214-22,20,yes
b-12236-22,966,yes
b-10908-22,62R,yes
b-12278-22,64,yes
b-10908-22,62R,yes
b-12452-22,20X,yes
b-12451-22,20,yes
b-10908-22,62 R,yes
b-12278-22,64J,yes
b-12452-22,20C,yes
b-11079-22,30S,yes
b-09977-22,67A,yes
b-13142-22,20,yes
b-13201-22,20I,yes
b-11028-22,67A,yes
b-13465-22,20,yes
b-03140-22,21,yes
b-13525-22,20,yes
b-08179-22,67S,yes
b-13550-22,20,yes
b-12236-22,966,yes
b-13564-22,20,yes
b-13630-22,20,yes
b-13979-22,20,yes
b-13966-22,94,yes
b-13975-22,37,yes
b-14161-22,20I,yes
b-14173-22,20I,yes
b-12941-22,64G,yes
b-13843-22,29U,yes
b-14211-22,100,yes
b-13825-22,107,yes
b-14349-22,21,yes
b-14395-22,20I,yes
a-25668-22,37,yes
b-14653-22,34S,yes
b-14660-22,20,yes
b-08350-22,62C,yes
b-14348-22,67A,yes
b-14809-22,21,yes
b-14390-22,43,yes
b-14748-22,62C,yes
b-14849-22,34S,yes
b-14849-22,34S,yes
b-12941-22,64G,yes
b-15163-22,21,yes
b-15127-22,21,yes
b-15266-22,20,yes
b-15284-22,64-J,yes
b-15464-22,20,yes
b-15505-22,20,yes
b-03827-22,30S,yes
b-15728-22,94,yes
b-15773-22,100,yes
b-11079-22,30S,yes
b-15970-22,20I,yes
b-11079-22,30S,yes
b-16108-22,21,yes
b-16274-22,100,yes
b-16383-22,64-G,yes
b-16250-22,20I,yes
b-16205-22,103F,yes
b-15329-22,67P,yes
b-16555-22,100I,yes
a-34620-22,67S,yes
b-16848-22,64G,yes
b-01733-22,67S,yes
b-01734-22,67S,yes
b-17003-22,34S,yes
b-15645-22,64J,yes
b-13552-22,67A,yes
b-17106-22,20,yes
b-16549-22,56,yes
b-03140-22,21,yes
b-01710-22,62C,yes
b-17106-22,20,yes
b-07832-22,94,yes
b-16370-22,64,yes
b-17003-22,34 S,yes
b-17478-22,103F,yes
b-17770-22,100,yes
b-17824-22,20,yes
b-17631-22,64J,yes
b-15645-22,64G,yes
b-17098-22,67,yes
b-10383-22,64,yes
b-03362-22,67S,yes
b-02087-22,67S,yes
e-34938-21,21,yes
b-18317-22,18,yes
b-15645-22,64 J,yes
b-12278-22,64 J,yes
b-18462-22,65P,yes
b-18504-22,34S,yes
b-01184-22,29U,yes
b-18746-22,64 J,yes
a-23873-22,20,yes
b-19104-22,20I,yes
b-10122-22,64G,yes
b-19262-22,100,yes
b-19316-22,20I,yes
b-19380-22,20,yes
b-19422-22,20,yes
b-19543-22,20,yes
b-15394-22,64G,yes
b-12941-22,64G,yes
a-27649-22,34S,yes
b-19821-22,100,yes
b-20143-22,58R,yes
b-20410-22,100,yes
b-01710-22,62C,yes
b-20890-22,20-I,yes
b-11079-22,30S,yes
b-20436-22,20,yes
b-20764-22,20,yes
b-21224-22,67A,yes
b-21275-22,20,yes
b-21512-22,66,yes
b-21661-22,20,yes
b-21565-22,67A,yes
b-21711-22,20,yes
b-21734-22,100,yes
b-21565-22,67A,yes
b-21830-22,100,yes
b-21952-22,21,yes
b-21975-22,100,yes
b-22022-22,103-F,yes
b-22033-22,20I,yes
b-16848-22,64G,yes
b-22522-22,20X,yes
b-21734-22,100,yes
b-22715-22,20I,yes
b-22756-22,20I,yes
b-21716-22,67S,yes
b-22710-22,64J,yes
b-22809-22,20,yes
b-22937-22,20,yes
b-22905-22,103 F,yes
b-22973-22,20I,yes
b-23001-22,99,yes
b-23131-22,35,yes
b-22509-22,21 M,yes
b-23261-22,62D,yes
b-23342-22,103,yes
b-23414-22,18,yes
b23431-22,100I,yes
b-23432-22,56,yes
b-23436-22,20I,yes
b-21201-22,67A,yes
b-23669-22,107,yes
b-23677-22,95G,yes
b-23834-22,95G,yes
b-23939-22,107,yes
b-21293-22,30,yes
b-23988-22,103,yes
b-23178-22,45 D,yes
b-24022-22,21,yes
b-24170-22,20,yes
b-24280-22,966,yes
b-24101-22,20I,yes
b-24187-22,20,yes
b-24285-22,64G,yes
b-24357-22,20X,yes
b-24493-22,20I,yes
b-24222-22,37,yes
b-24629-22,20,yes
b-24689-22,103M,yes
b-02087-22,67S,yes
b-03362-22,67 S,yes
b-08179-22,67 S,yes
b-24222-22,37,yes
b-25198-22,103,yes
b-25221-22,103F,yes
b-25316-22,18,yes
b-11079-22,30S,yes
b-25358-22,103,yes
b-25376-22,18,yes
b-25565-22,21ID,yes
b-25699-22,20,yes
b-25960-22,37D,yes
b-25970-22,20,yes
b-24139-22,67A,yes
b-25953-22,20,yes
b-26155-22,103,yes
b-24304-22,30S,yes
b-26249-22,34S,yes
b-24532-22,67A,yes
b-26446-22,103M,yes
b-26540-22,20X,yes
b-26568-22,20,yes
b-26623-22,20,yes
b-26641-22,20,yes
b-26670-22,20I,yes
b-23751-22,65P,yes
b-26837-22,21,yes
b-17817-22,67S,yes
b-08331-22,67S,yes
b-08374-22,67S,yes
b-01778-22,20,yes
b-26937-22,20,yes
b-23850-22,67,yes
b-26937-22,20,yes
b-24532-22,67A,yes
b-27050-22,64G,yes
b-24304-22,30S,yes
b-26191-22,30 S,yes
b-26249-22,34S,yes
b-27038-22,65-P,yes
b-27311-22,37,yes
b-27287-22,21,yes
b-27038-22,65 P,yes
b-06325-22,37,yes
b-27409-22,22,yes
b-27679-22,20,yes
b-27348-22,62C,yes
b-27727-22,63P,yes
b-27763-22,21,yes
b-27348-22,62C,yes
b-27909-22,34s,yes
b-27889-22,100I,yes
b-27834-22,20,yes
b-27909-22,34S,yes
b-28030-22,20I,yes
b-28162-22,20I,yes
b-28146-22,100,yes
b-28162-22,20,yes
b-28224-22,95G,yes
b-28344-22,18,yes
b-27409-22,94,yes
b-28242-22,56,yes
b-28384-22,103F,yes
b-24282-22,20,yes
b-27171-22,64G,yes
b-28456-22,35,yes
b-28468-22,34S,yes
b-28225-22,20I,yes
b-28344-22,18,yes
b-28484-22,103,yes
b-28604-22,35,yes
b-28797-22,20,yes
b-28863-22,20I,yes
b-29025-22,103M,yes
b-27706-22,43B,yes
b-29122-22,20X,yes
b-28468-22,34S,yes
b-29215-22,34S,yes
b-29239-22,100,yes
b-29117-22,64G,yes
b-29215-22,67 A,yes
b-29390-22,100,yes
b-29239-22,100,yes
b-29432-22,107,yes
b-29428-22,100 I,yes
b-29408-22,20I,yes
b-29508-22,64J,yes
b-29693-22,21,yes
b-29500-22,30S,yes
b-29500-22,30S,yes
b-29500-22,30S,yes
b-29831-22,21,yes
b-29865-22,20,yes
b-29880-22,100,yes
b-29749-22,103,yes
b-29946-22,64J,yes
b-30049-22,100,yes
b-29947-22,100,yes
b-30109-22,20C,yes
b-30059-22,100,yes
b-30285-22,20,yes
b-28529-22,67,yes
b-30322-22,34S,yes
b-30292-22,21,yes
b-29554-22,35,yes
b-30511-22,20,yes
b-30503-22,64J,yes
b-30112-22,20,yes
b-30553-22,20,yes
b-30511-22,20,yes
b-30544-22,20,yes
b-30503-22,64 J,yes
b-30639-22,20,yes
b*30662-22,20,yes
b-30631-22,20,yes
b-30661-22,20I,yes
b-30607-22,30 S,yes
b-30375-22,21,yes
b-30802-22,20,yes
b-30892-22,103F,yes
b-30940-22,21,yes
b-31150-22,20,yes
b-31162-22,107,yes
b-31180-22,21,yes
b-31224-22,103D,yes
b-31255-22,24,yes
b-31473-22,20,yes
b-30375-22,62C,yes
b-31058-22,34C,yes
b-31466-22,62C,yes
b-28529-22,67P,yes
b-31324-22,100,yes
b-30908-22,62C,yes
b-31788-22,100,yes
b-31642-22,100,yes
b-30503-22,64J,yes
b-31812-22,94,yes
b-31963-22,95G,yes
b-31908-22,20,yes
b-31642-22,100,yes
b-31680-22,18,yes
b-31819-22,21,yes
b-32188-22,20,yes
b-32290-22,20,yes
"20, b-32385-22",100,yes
b-32231-22,20,yes
b-32427-22,52-F,yes
b-32434-22,100,yes
b-32642-22,65,yes
b-32553-22,27-64J,yes
b-17817-22,67S,yes
b-32881-22,20,yes
b-32860-22,56,yes
b-33038-22,20,yes
b-32114-22,37,yes
b-33130-22,67,yes
b-33338-22,20,yes
b-33347-22,100,yes
b-33387-22,20I,yes
b-33361-22,34S,yes
c-00006-22,103F,yes
c-00060-22,18,yes
c-00130-22,103F,yes
b-33102-22,100,yes
c-00234-22,37,yes
c-00433-2,20I,yes
c-00289-22,62B,yes
c-00596-22,20,yes
c-00769-22,63,yes
