item_number,Signal Code,Upon Researching the above item :
J-15854-22,20,No relevant video was found
J-15863-22,103F,Relevant video was found
J-15811-22,65,Relevant video was found
J-15166-22,103F,Relevant video was found
J-14912-22,20,No relevant video was found
J-14863-22,100,No relevant video was found
J-14995-22,94,No relevant video was found
J-14753-22,20,Relevant video was found
J-15073-22,20,Relevant video was found
J-15060-22,20I,No relevant video was found
J-15209-22,20I,Relevant video was found
J-15572-22,100,No relevant video was found
J-15716-22,34S,No relevant video was found
J-15956-22,20I,Relevant video was found
J-16044-22,37,Relevant video was found
J-16325-22,20,No relevant video was found
J-16134-22,20I,Relevant video was found
J-16310-22,20,Relevant video was found
J-16266-22,21ID,Relevant video was found
J-17040-22,20,No relevant video was found
J-17115-22,20,Relevant video was found
J-17257-22,67,No relevant video was found
J-17270-22,56,No relevant video was found
J-16086-22,20,Relevant video was found
J-16241-22,20,Relevant video was found
J-14457-22,21M,No relevant video was found
J-16366-22,20,Relevant video was found
J-16517-22,20I,No relevant video was found
J-14145-22,34S,Relevant video was found
J-16605-22,94,No relevant video was found
J-16697-22,67A,Relevant video was found
J-16494-22,20,No relevant video was found
J-16542-22,37,No relevant video was found
J-16723-22,30S,No relevant video was found
J-16808-22,103F,No relevant video was found
J-16500-22,20X,Relevant video was found
J-16510-22,67A,No relevant video was found
J-17062-22,20,Relevant video was found
J-17127-22,20I,Relevant video was found
J-16423-22,64J,Relevant video was found
J-17584-22,20,Relevant video was found
J-17839-22,52F,No relevant video was found
J-17833-22,67,Relevant video was found
J-17621-22,100,No relevant video was found
J-17724-22,56,No relevant video was found
I-30139-22,100F,Relevant video was found
J-19161-22,62C,No relevant video was found
J-19203-22,103D,No relevant video was found
J-19211-22,20,No relevant video was found
J-19234-22,20,Relevant video was found
J-19244-22,20,Relevant video was found
J-18336-22,63,Relevant video was found
J-14145-22,34S,Relevant video was found
J-19918-22,94,No relevant video was found
J-19695-22,67A,No relevant video was found
J-19636-22,100,No relevant video was found
J-17921-22,20,Relevant video was found
J-18122-22,20,Relevant video was found
J-18428-22,37,Relevant video was found
J-18407-22,20,Relevant video was found
J-19079-22,20I,Relevant video was found
J-13493-22,100I,Relevant video was found
J-19455-22,103D,Relevant video was found
J-19496-22,20I,Relevant video was found
J-20136-22,103,No relevant video was found
J-20213-22,20,No relevant video was found
J-20269-22,100,No relevant video was found
J-20332-22,20,No relevant video was found
J-20484-22,20,No relevant video was found
J-20699-22,94,No relevant video was found
J-18396-22,67A,No relevant video was found
J-18584-22,20,Relevant video was found
J-18688-22,20,No relevant video was found
J-17884-22,62B,Relevant video was found
J-18076-22,67A,No relevant video was found
J-09887-22,64J,Relevant video was found
J-14896-22,67A,Relevant video was found
J-17891-22,62,Relevant video was found
J-13636-22,30S,Relevant video was found
J-18407-22,20,Relevant video was found
J-16723-22,30S,Relevant video was found
J-13010-22,108,No relevant video was found
J-18104-22,20,No relevant video was found
E-34938-21,21,Relevant video was found
J-18236-22,966,Relevant video was found
J-18305-22,20,No relevant video was found
J-20655-22,65,Relevant video was found
J-20704-22,21,No relevant video was found
J-20719-22,20I,Relevant video was found
J-20767-22,103M,Relevant video was found
J-20761-22,103,No relevant video was found
J-20102-22,20,No relevant video was found
J-20183-22,20,Relevant video was found
J-20181-22,20,No relevant video was found
J-20243-22,100,No relevant video was found
J-20344-22,20,No relevant video was found
J-20353-22,107,No relevant video was found
J-20365-22,20,No relevant video was found
J-18388-22,21,Relevant video was found
J-01858-22,34,Relevant video was found
J-18804-22,100,No relevant video was found
J-18684-22,34 S,Relevant video was found
J-18944-22,94,No relevant video was found
J-18782-22,21,No relevant video was found
J-18841-22,62B,Relevant video was found
J-18861-22,100,No relevant video was found
J-19015-22,64G,Relevant video was found
J--13010-22,108,No relevant video was found
J-19424-22,100,Relevant video was found
J-15596-22,67A,No relevant video was found
J-19818-22,37,No relevant video was found
I-28297-22,64J,Relevant video was found
J-01117-22,64J,Relevant video was found
J-02966-22,64J,Relevant video was found
J-19030-22,20,Relevant video was found
J-19032-22,20,No relevant video was found
J-19086-22,20,Relevant video was found
J-19109-22,20,Relevant video was found
I-20022-22,30S,Relevant video was found
J-20406-22,21,Relevant video was found
J-19638-22,20,No relevant video was found
J-19634-22,20,Relevant video was found
J-19672-22,20I,No relevant video was found
J-19829-22,103F,Relevant video was found
J-19979-22,20I,No relevant video was found
J-19852-22,20I,Relevant video was found
J-08176-22,27/42,No relevant video was found
J-20457-22,20,No relevant video was found
J-20478-22,100,No relevant video was found
J-20459-22,20,Relevant video was found
J-20496-22,20,No relevant video was found
J-20766-22,30S,Relevant video was found
J-20810-22,107,No relevant video was found
J-21216-22,107,No relevant video was found
J-21300-22,20,Relevant video was found
J-20766-22,30S,Relevant video was found
J-22436-22,20,No relevant video was found
J-22586-22,107,No relevant video was found
J-22610-22,64G,No relevant video was found
J-22739-22,21,No relevant video was found
J-22801-22,67AR,No relevant video was found
J-20816-22,20I,Relevant video was found
J-20883-22,21J,No relevant video was found
J-20913-22,20I,No relevant video was found
J-20942-22,95G,Relevant video was found
J-21316-22,20I,Relevant video was found
J-21301-22,56,No relevant video was found
J-22128-22,20,Relevant video was found
J-22288-22,100,Relevant video was found
J-22370-22,20I,Relevant video was found
J-24031-22,38,Relevant video was found
J-23368-22,67A,Relevant video was found
J-20591-22,100,No relevant video was found
J-20591-22,100,No relevant video was found
J-20667-22,94,No relevant video was found
J-20988-22,65,No relevant video was found
J-03919-22,67,No relevant video was found
J-25884-22,37,Relevant video was found
J-25798-22,94,No relevant video was found
J-25780-22,94,No relevant video was found
J-25648-22,94,No relevant video was found
J-20931-22,35D,Relevant video was found
J-20926-22,64J,Relevant video was found
J-21232-22,20,No relevant video was found
J-22361-22,20,Relevant video was found
J-21291-22,20,No relevant video was found
J-21307-22,20,No relevant video was found
J-22039-22,103F,No relevant video was found
J-22271-22,20I,No relevant video was found
J-22259-22,64G,Relevant video was found
J-22383-22,100I,Relevant video was found
J-22466-22,21,No relevant video was found
J-22501-22,20,No relevant video was found
J-22560-22,18,Relevant video was found
J-22561-22,65,Relevant video was found
J-22604-22,62C,No relevant video was found
J-22610-22,64G,Relevant video was found
J-22668-22,18,No relevant video was found
J-22732-22,20,Relevant video was found
J-22877-22,64J,Relevant video was found
J-21566-22,103F,No relevant video was found
J-21691-22,34S,No relevant video was found
J-21579-22,20,Relevant video was found
J-21827-22,107,Relevant video was found
J-21821-22,100I,No relevant video was found
J-21884-22,103F,Relevant video was found
J-16723-22,30S,Relevant video was found
J-21864-22,64G,No relevant video was found
J-21316-22,20I,Relevant video was found
J-21776-22,100,No relevant video was found
J-21922-22,20F,No relevant video was found
J-23498-22,100,Relevant video was found
J-23646-22,20,No relevant video was found
J-23685-22,38,No relevant video was found
J-23788-22,107,No relevant video was found
J-24105-22,20I,Relevant video was found
J-22443-22,62C,Relevant video was found
J-24392-22,20,Relevant video was found
J-24528-22,103F,Relevant video was found
J-22002-22,67AR,No relevant video was found
J-22064-22,20I,Relevant video was found
J-22192-22,100,Relevant video was found
J-22053-22,58R,Relevant video was found
J-22202-22,20,No relevant video was found
J-25203-22,20,Relevant video was found
J-22467-22,21,No relevant video was found
J-22618-22,20,No relevant video was found
J-22709-22,34S,Relevant video was found
J-22775-22,24,Relevant video was found
J-02181-22,21,Relevant video was found
J-23155-22,20,Relevant video was found
J-22502-22,100,No relevant video was found
J-15716-22,34S,Relevant video was found
J-22636-22,100,No relevant video was found
J-22645-22,94,No relevant video was found
J-22846-22,100i,No relevant video was found
J-25766-22,20X,No relevant video was found
J-25792-22,107,Relevant video was found
J-25898-22,24,Relevant video was found
J-25898-22,94,No relevant video was found
J-25925-22,62C,No relevant video was found
J-25988-22,34,No relevant video was found
J-22934-22,20,No relevant video was found
J-22921-22,18,No relevant video was found
J-22948-22,20,No relevant video was found
J-21611-22,62C,Relevant video was found
J-24004-22,20,Relevant video was found
J-23997-22,100,No relevant video was found
J-24273-22,100,No relevant video was found
J-24325-22,20-I,Relevant video was found
J-24324-22,20,Relevant video was found
J-22877-22,64J,Relevant video was found
J-21611-22,62C,Relevant video was found
J-24627-22,20 I,No relevant video was found
J-24934-22,21,No relevant video was found
J-23660-22,67A,Relevant video was found
J-23727-22,94,No relevant video was found
J-23045-22,94,No relevant video was found
J-23826-22,55,No relevant video was found
J-23666-22,21,Relevant video was found
J-23835-22,56,No relevant video was found
J-23688-22,37,Relevant video was found
J-23668-22,95G,No relevant video was found
J-23804-22,103M,Relevant video was found
J-23368-22,67 A,Relevant video was found
J-24785-22,107,No relevant video was found
J-24712-22,107,No relevant video was found
J-24850-22,67,Relevant video was found
J-24008-22,62C,No relevant video was found
J-23992-22,20,No relevant video was found
J-24234-22,20,No relevant video was found
J-24065-22,64J,No relevant video was found
J-24273-22,100,No relevant video was found
J-24239-22,20I,Relevant video was found
J-21864-22,64J,No relevant video was found
J-24340-22,20,No relevant video was found
J-24363-22,20,Relevant video was found
J-24429-22,20,Relevant video was found
J-21301-22,56,Relevant video was found
J-25170-22,62R,No relevant video was found
J-25186-22,64,No relevant video was found
J-25500-22,20,Relevant video was found
J-25636-22,20,Relevant video was found
J-24469-22,20,No relevant video was found
J-24531-22,20,Relevant video was found
J-24691-22,20,Relevant video was found
J-24831-22,95G,Relevant video was found
J-24577-22,20I,No relevant video was found
J-24643-22,20,Relevant video was found
J-24683-22,20,No relevant video was found
J-15716-22,34S,Relevant video was found
J-24944-22,106,No relevant video was found
J-25072-22,20,Relevant video was found
J-20926-22,64J,Relevant video was found
J-23365-22,64J,Relevant video was found
J-20186-22,21,Relevant video was found
J-25428-22,38,Relevant video was found
J-25192-22,62C,No relevant video was found
J-25666-22,67A,No relevant video was found
J-25750-22,62C,No relevant video was found
J-25665-22,20,Relevant video was found
J-25671-22,24,Relevant video was found
J-25680-22,20,No relevant video was found
J-25698-22,37,No relevant video was found
J-25780-22,94,No relevant video was found
J-25788-22,20I,Relevant video was found
J-25777-22,100,Relevant video was found
J-25988-22,37,Relevant video was found
J-26469-22,20I,Relevant video was found
J-22732-22,20,Relevant video was found
J-26518-22,37,Relevant video was found
J-27029-22,20,No relevant video was found
J-27184-22,100,No relevant video was found
J-27199-22,103F,No relevant video was found
J-27207-22,103,No relevant video was found
J-27389-22,21,Relevant video was found
J-22008-22,65P,Relevant video was found
J-28098-22,20,No relevant video was found
J-28384-22,38,No relevant video was found
J-25987-22,67,Relevant video was found
J-28784-22,20,No relevant video was found
J-22610-22,64G,Relevant video was found
J-28696-22,100,Relevant video was found
J-28840-22,64,No relevant video was found
J-28826-22,95G,Relevant video was found
J-29035-22,20,No relevant video was found
