item_number,Signal Code,Upon Researching the above item :,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
H2665622,107,Relevant video was found,107,SUSPICIOUS PERSON,2C,37,AGGRAVATED ASSAULT,2E,3682080,533029,8/27/2022 12:35,8/27/2022 12:37,8/27/2022 12:42,8/27/2022 13:10,GOA,GONE ON ARRIVAL,N,8D03,Orleans Av & Dauphine St,70116,8,POINT (-90.06618577 29.95962797)
H2772922,20I,Relevant video was found,100I,HIT & RUN WITH INJURIES,1A,100I,HIT & RUN WITH INJURIES,2D,3663365,534912,8/28/2022 15:35,8/28/2022 16:35,8/28/2022 16:48,8/28/2022 18:14,RTF,REPORT TO FOLLOW,N,2S01,Earhart Blvd & Apricot St,70118,2,POINT (-90.12522119 29.96536137)
H2780122,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3681726,544566,8/28/2022 17:05,8/28/2022 17:09,,8/28/2022 17:09,GOA,GONE ON ARRIVAL,N,3X02,New Orleans St & Broad St Exit,70122,3,POINT (-90.06690031 29.99136255)
H2577222,20,Relevant video was found,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1E,3715233,564452,8/26/2022 16:24,8/26/2022 16:30,8/26/2022 16:51,8/26/2022 17:46,RTF,REPORT TO FOLLOW,N,7I09,Bullard Av & S I-10 Service Rd,70128,7,POINT (-89.96030738 30.04498121)
H2581422,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3692866,522132,8/26/2022 17:07,8/26/2022 17:26,8/26/2022 17:42,8/26/2022 19:06,RTF,REPORT TO FOLLOW,N,4B02,General De Gaulle Dr & Shirley Dr,70114,4,POINT (-90.03251706 29.92933446)
H2587522,62C,Relevant video was found,21,COMPLAINT OTHER,1J,62C,SIMPLE BURGLARY VEHICLE,1G,3691724,543022,8/26/2022 18:17,8/26/2022 18:26,8/26/2022 18:34,8/26/2022 18:45,NAT,Necessary Action Taken,N,5Q02,029XX Piety St,70126,5,POINT (-90.03537359 29.98680832)
H2589522,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3678078,532992,8/26/2022 18:35,,8/26/2022 18:35,8/26/2022 19:12,RTF,REPORT TO FOLLOW,Y,1H01,S Derbigny St & Canal St,70112,1,POINT (-90.07882316 29.95964921)
H2626922,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3684636,533926,8/27/2022 3:31,8/27/2022 3:32,8/27/2022 3:32,8/27/2022 8:16,RTF,REPORT TO FOLLOW,N,8.00E+05,Decatur S & Esplanade Av,70116,8,POINT (-90.05808154 29.96201595)
H2626922,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3684636,533926,8/27/2022 3:31,8/27/2022 3:32,8/27/2022 3:32,8/27/2022 8:16,RTF,REPORT TO FOLLOW,N,8.00E+05,Decatur S & Esplanade Av,70116,8,POINT (-90.05808154 29.96201595)
H2700922,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3663977,526184,8/27/2022 20:48,8/27/2022 20:50,8/27/2022 20:54,8/27/2022 21:36,RTF,REPORT TO FOLLOW,N,2M05,Broadway St & Zimpel St,70118,2,POINT (-90.12357874 29.94134557)
H2717522,64J,Relevant video was found,64J,CARJACKING,2C,64,ARMED ROBBERY,2C,3681734,534492,8/28/2022 0:33,8/28/2022 0:34,8/28/2022 0:37,8/28/2022 3:38,RTF,REPORT TO FOLLOW,N,1F01,St Philip St & Henriette Delille St,70116,1,POINT (-90.06722677 29.96366076)
H2604722,107,Relevant video was found,107,SUSPICIOUS PERSON,2C,21,COMPLAINT OTHER,1J,3681597,531806,8/26/2022 21:39,,8/26/2022 21:43,8/26/2022 22:39,NAT,Necessary Action Taken,N,8D04,Conti St & Bourbon St,70112,8,POINT (-90.06775199 29.95628022)
H2552722,34S,No relevant video was found,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3686503,528867,8/26/2022 11:52,8/26/2022 11:53,8/26/2022 11:57,8/26/2022 16:33,RTF,REPORT TO FOLLOW,N,4F01,007XX Blk Teche St,70114,4,POINT (-90.05236337 29.94804834)
H2552722,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3686503,528867,8/26/2022 11:52,8/26/2022 11:53,8/26/2022 11:57,8/26/2022 16:33,RTF,REPORT TO FOLLOW,N,4F01,007XX Blk Teche St,70114,4,POINT (-90.05236337 29.94804834)
H2557822,20,No relevant video was found,21,COMPLAINT OTHER,1J,20,AUTO ACCIDENT,1E,3670812,529539,8/26/2022 12:33,8/26/2022 15:44,8/26/2022 17:20,8/26/2022 17:47,NAT,Necessary Action Taken,N,2V02,S Broad St & S White St,70125,2,POINT (-90.1018846 29.95036979)
H2748922,35,Relevant video was found,35,SIMPLE BATTERY,1A,35,SIMPLE BATTERY,1A,3682054,538339,8/28/2022 10:12,8/28/2022 22:14,8/28/2022 22:21,8/28/2022 22:27,GOA,GONE ON ARRIVAL,N,5A02,017XX St Bernard Av,70116,5,POINT (-90.06608212 29.97423065)
H2567922,966,Relevant video was found,966,DRUG VIOLATIONS,1I,107,SUSPICIOUS PERSON,2C,3664467,534807,8/26/2022 14:51,,8/26/2022 14:51,8/26/2022 16:18,RTF,REPORT TO FOLLOW,Y,2S02,Eagle St & Fig St,70118,2,POINT (-90.12174289 29.96504012)
H2582122,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3676216,525527,8/26/2022 17:12,8/26/2022 17:47,8/26/2022 18:11,8/26/2022 19:38,RTF,REPORT TO FOLLOW,N,6F03,Jackson Av & Simon Bolivar Av,70113,6,POINT (-90.08496144 29.93917673)
H2596322,100,No relevant video was found,100,HIT & RUN,1G,103,DISTURBANCE (OTHER),1C,3660989,530209,8/26/2022 20:03,8/26/2022 20:11,8/26/2022 20:17,8/26/2022 21:52,RTF,REPORT TO FOLLOW,N,2K02,086XX Blk Willow St,70118,2,POINT (-90.13287767 29.95250019)
H2591622,65,No relevant video was found,65,SIMPLE ROBBERY,1D,103,DISTURBANCE (OTHER),1C,3661064,530089,8/26/2022 18:59,8/26/2022 20:10,8/26/2022 20:48,8/26/2022 23:02,RTF,REPORT TO FOLLOW,N,2K02,086XX Willow St,70118,2,POINT (-90.1326444 29.95216731)
H2591622,65,Relevant video was found,65,SIMPLE ROBBERY,1D,103,DISTURBANCE (OTHER),1C,3661064,530089,8/26/2022 18:59,8/26/2022 20:10,8/26/2022 20:48,8/26/2022 23:02,RTF,REPORT TO FOLLOW,N,2K02,086XX Willow St,70118,2,POINT (-90.1326444 29.95216731)
H2793022,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3688266,558280,8/28/2022 19:52,8/28/2022 21:27,8/28/2022 21:43,8/28/2022 22:00,GOA,GONE ON ARRIVAL,N,3S05,Press Dr & Leon C Simon Dr,70148,3,POINT (-90.04575421 30.02886928)
H2654822,103,No relevant video was found,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),2A,3671580,525718,8/27/2022 10:34,8/27/2022 10:36,8/27/2022 10:47,8/27/2022 10:52,NAT,Necessary Action Taken,N,2O01,029XX General Taylor St,70115,2,POINT (-90.09958959 29.93984007)
H2668722,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3672251,527769,8/27/2022 13:23,8/27/2022 13:24,8/27/2022 13:27,8/27/2022 17:19,RTF,REPORT TO FOLLOW,N,6K01,028XX Blk S Johnson St,70125,6,POINT (-90.09740176 29.94546099)
H2710222,94,No relevant video was found,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3705303,552951,8/27/2022 22:44,,8/27/2022 22:52,8/27/2022 23:41,GOA,GONE ON ARRIVAL,N,7F02,043XX Eastview Dr,70126,7,POINT (-89.99211467 30.01367907)
H2704822,30S,No relevant video was found,30S,HOMICIDE BY SHOOTING,2C,107,SUSPICIOUS PERSON,2C,3686642,552394,8/27/2022 21:41,,8/27/2022 21:41,8/28/2022 2:05,RTF,REPORT TO FOLLOW,Y,3T02,053XX Blk Franklin Av,70122,3,POINT (-90.05109599 30.01273495)
H2704822,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,107,SUSPICIOUS PERSON,2C,3686642,552394,8/27/2022 21:41,,8/27/2022 21:41,8/28/2022 2:05,RTF,REPORT TO FOLLOW,Y,3T02,053XX Blk Franklin Av,70122,3,POINT (-90.05109599 30.01273495)
H2718722,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3672684,526318,8/28/2022 0:57,8/28/2022 2:20,8/28/2022 2:24,8/28/2022 4:14,RTF,REPORT TO FOLLOW,N,6I04,S Claiborne Av & Toledano St,70115,6,POINT (-90.09608443 29.94145727)
H2718722,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3672684,526318,8/28/2022 0:57,8/28/2022 2:20,8/28/2022 2:24,8/28/2022 4:14,RTF,REPORT TO FOLLOW,N,6I04,S Claiborne Av & Toledano St,70115,6,POINT (-90.09608443 29.94145727)
H2707722,100,No relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3690472,537618,8/27/2022 22:15,,8/28/2022 2:41,8/28/2022 3:04,RTF,REPORT TO FOLLOW,N,5C03,033XX Blk N Claiborne Av,70117,5,POINT (-90.03951951 29.97198853)
H2772522,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3665185,547475,8/28/2022 15:31,,,8/28/2022 16:44,VOI,VOID,N,3B03,Veterans Blvd & Fleur De Lis Dr,70124,3,POINT (-90.11905072 29.99985196)
H2774022,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3680895,532769,8/28/2022 15:46,,8/28/2022 15:46,8/28/2022 17:58,RTF,REPORT TO FOLLOW,Y,1.00E+04,St Louis St & N Rampart St,70112,1,POINT (-90.06993714 29.95895047)
H2774022,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3680895,532769,8/28/2022 15:46,,8/28/2022 15:46,8/28/2022 17:58,RTF,REPORT TO FOLLOW,Y,1.00E+04,St Louis St & N Rampart St,70112,1,POINT (-90.06993714 29.95895047)
H2785722,103F,No relevant video was found,103F,FIGHT,2D,103F,FIGHT,2D,3683565,532649,8/28/2022 18:13,,,8/28/2022 18:18,DUP,DUPLICATE,N,8.00E+04,005XX Dumaine St,70116,8,POINT (-90.06150853 29.95853936)
H2788722,37,No relevant video was found,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3682322,541236,8/28/2022 18:53,8/28/2022 19:54,,8/28/2022 19:55,VOI,VOID,N,5K02,024XX Allen St,70119,5,POINT (-90.06513251 29.9821885)
H2804322,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3684057,547592,8/28/2022 23:06,8/28/2022 23:27,8/28/2022 23:32,8/29/2022 1:43,RTF,REPORT TO FOLLOW,N,3Q04,Elysian Fields Av & Gentilly Blvd,70122,3,POINT (-90.05943049 29.99961078)
H2806222,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3670214,531950,8/28/2022 23:40,8/28/2022 23:42,8/28/2022 23:58,8/29/2022 3:15,RTF,REPORT TO FOLLOW,N,6N02,Earhart Blvd & Washington Av,70125,6,POINT (-90.10368985 29.95701829)
H2811922,30S,No relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3677379,533526,8/29/2022 1:30,,8/29/2022 1:34,8/29/2022 4:53,RTF,REPORT TO FOLLOW,N,1H01,020XX Blk Canal St,70112,1,POINT (-90.08101178 29.96113619)
H2814322,20,Relevant video was found,21,COMPLAINT OTHER,1J,20,AUTO ACCIDENT,1E,3674639,534107,8/29/2022 2:23,8/29/2022 4:39,8/29/2022 4:45,8/29/2022 6:19,NAT,Necessary Action Taken,N,1H02,Banks St & S Broad St,70119,1,POINT (-90.0896446 29.96281623)
H2638722,62B,Relevant video was found,62B,BUSINESS BURGLARY,2C,62B,BUSINESS BURGLARY,2C,3668133,542060,8/27/2022 7:14,,8/27/2022 7:23,8/27/2022 11:07,RTF,REPORT TO FOLLOW,N,3I01,052XX Canal Blvd,70124,3,POINT (-90.10992315 29.98487658)
H2859522,62C,Relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1G,62C,SIMPLE BURGLARY VEHICLE,1G,3663746,525961,8/29/2022 13:13,,8/29/2022 13:13,8/29/2022 13:13,DUP,DUPLICATE,Y,2L02,010XX Broadway St,70118,2,POINT (-90.12431424 29.94073865)
H2820722,100i,No relevant video was found,100I,HIT & RUN WITH INJURIES,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3687137,536534,8/29/2022 5:16,8/29/2022 5:20,8/29/2022 5:26,8/29/2022 6:43,RTF,REPORT TO FOLLOW,N,5C02,Franklin Av & St Claude Av,70117,5,POINT (-90.05009257 29.96911091)
H2821822,62C,No relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1A,62C,SIMPLE BURGLARY VEHICLE,1G,3704311,559689,8/29/2022 5:41,8/31/2022 10:20,8/31/2022 10:32,8/31/2022 10:37,GOA,GONE ON ARRIVAL,N,7O04,Huntington Park Dr & Crowder Blvd,70127,7,POINT (-89.99500293 30.03223825)
H2822322,20,No relevant video was found,100,HIT & RUN,1G,20,AUTO ACCIDENT,1E,3667853,535365,8/29/2022 5:53,8/29/2022 5:59,8/29/2022 6:08,8/29/2022 6:53,RTF,REPORT TO FOLLOW,N,2T05,Dublin St & Palmetto St,70118,2,POINT (-90.11103062 29.96647666)
H2827922,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3668415,545956,8/29/2022 7:34,8/29/2022 7:37,8/29/2022 7:45,8/29/2022 9:45,RTF,REPORT TO FOLLOW,N,3I04,Canal Blvd & Canal Blvd Exit,70124,3,POINT (-90.10889905 29.99558238)
H2737622,67A,Relevant video was found,67A,AUTO THEFT,1D,67A,AUTO THEFT,1D,3704470,555896,8/28/2022 7:51,8/28/2022 8:48,8/28/2022 9:00,8/28/2022 10:43,RTF,REPORT TO FOLLOW,N,7F02,048XX Bonita Dr,70126,7,POINT (-89.99463807 30.02180579)
H2855222,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3706529,553137,8/29/2022 12:25,8/29/2022 12:56,8/29/2022 13:03,8/29/2022 14:45,RTF,REPORT TO FOLLOW,N,7F01,Chef Menteur Hwy & Crowder Blvd,70127,7,POINT (-89.98823448 30.0141508)
H2855222,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3706529,553137,8/29/2022 12:25,8/29/2022 12:56,8/29/2022 13:03,8/29/2022 14:45,RTF,REPORT TO FOLLOW,N,7F01,Chef Menteur Hwy & Crowder Blvd,70127,7,POINT (-89.98823448 30.0141508)
H2880522,24,Relevant video was found,24,MEDICAL,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,8/29/2022 16:36,,8/29/2022 16:47,8/29/2022 17:41,NAT,Necessary Action Taken,N,6J02,Martin Luther King Jr Blvd & S Claiborne Av,70113,6,POINT (0 0)
H2925722,103F,No relevant video was found,56,SIMPLE CRIMINAL DAMAGE,1F,103F,FIGHT,2D,3674866,528077,8/30/2022 5:21,,8/30/2022 5:34,8/30/2022 7:19,RTF,REPORT TO FOLLOW,N,6L01,020XX S Claiborne Av,70125,6,POINT (-90.08913307 29.94622835)
H2930422,20,No relevant video was found,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1E,3693386,550547,8/30/2022 7:08,8/30/2022 9:32,8/30/2022 9:38,8/30/2022 12:13,RTF,REPORT TO FOLLOW,N,3U02,France Rd & Chef Menteur Hwy,70126,3,POINT (-90.02985502 30.00744853)
H2936322,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3679405,531124,8/30/2022 8:22,8/30/2022 10:00,8/30/2022 10:52,8/30/2022 11:17,GOA,GONE ON ARRIVAL,N,8I02,Loyola Av & Tulane Av,70112,8,POINT (-90.07469698 29.95447089)
H2840422,103F,Relevant video was found,103M,MENTAL PATIENT,2C,103F,FIGHT,2D,37369000,3513814,8/29/2022 10:02,8/29/2022 10:17,8/29/2022 10:22,8/29/2022 11:13,NAT,Necessary Action Taken,N,6N01,027XX S Broad St,70125,6,POINT (0 0)
H2563622,100,Relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3668113,535072,8/26/2022 13:44,,8/26/2022 13:44,8/26/2022 13:44,RTF,REPORT TO FOLLOW,Y,2T05,S Carrollton Av & Palmetto St,70118,2,POINT (-90.11022088 29.96566445)
H2873822,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3679001,543561,8/29/2022 15:30,8/29/2022 15:33,8/29/2022 15:54,8/29/2022 18:09,RTF,REPORT TO FOLLOW,N,3L01,003XX Blk De Saix Blvd,70119,3,POINT (-90.07554144 29.98868063)
H2770222,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3683154,535987,8/28/2022 14:51,8/28/2022 14:53,8/28/2022 14:53,8/28/2022 19:29,RTF,REPORT TO FOLLOW,N,5A01,011XX Blk St Bernard Av,70116,5,POINT (-90.06268921 29.9677288)
H2893222,103,Relevant video was found,103,DISTURBANCE (OTHER),1A,103,DISTURBANCE (OTHER),1C,3682824,532229,8/29/2022 18:55,,,8/29/2022 22:06,VOI,VOID,N,8C03,St Peter St & Chartres St,70130,8,POINT (-90.06386353 29.95740531)
H2898122,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3676365,536432,8/29/2022 20:04,8/29/2022 20:09,8/29/2022 20:09,8/29/2022 21:45,RTF,REPORT TO FOLLOW,N,1I03,Lafitte St & N Broad St,70119,1,POINT (-90.08411527 29.96915896)
H2883122,95G,Relevant video was found,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,21,COMPLAINT OTHER,1J,3683993,539190,8/29/2022 17:09,8/29/2022 17:09,8/29/2022 17:26,8/30/2022 0:01,RTF,REPORT TO FOLLOW,N,5A03,Touro St & N Prieur St,70116,5,POINT (-90.05992825 29.97651022)
H2896522,95G,Relevant video was found,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3720434,575062,8/29/2022 19:41,,8/29/2022 19:41,8/29/2022 23:11,NAT,Necessary Action Taken,Y,7K04,Venice Blvd & S Little Woods Dr,70128,7,POINT (-89.94346326 30.07398025)
H2910922,94,No relevant video was found,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3678145,531133,8/29/2022 22:47,8/29/2022 22:48,8/29/2022 22:53,8/30/2022 0:25,GOA,GONE ON ARRIVAL,N,8J02,015XX Gravier St,70112,8,POINT (-90.07867515 29.95453316)
H2917522,24,Relevant video was found,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,8/30/2022 1:09,,8/30/2022 1:09,8/30/2022 1:27,NAT,Necessary Action Taken,N,8D05,St Louis St & Bourbon St,70112,8,POINT (0 0)
H2858522,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,100I,HIT & RUN WITH INJURIES,2D,3670812,520820,8/29/2022 13:03,8/29/2022 13:09,8/29/2022 13:16,8/29/2022 14:48,RTF,REPORT TO FOLLOW,N,2F04,Napoleon Av & St Charles Av,70115,2,POINT (-90.10218122 29.92639553)
H2894422,20,Relevant video was found,35,SIMPLE BATTERY,1F,20,AUTO ACCIDENT,1E,3684315,544422,8/29/2022 19:10,8/29/2022 22:08,8/29/2022 22:12,8/29/2022 22:46,RTF,REPORT TO FOLLOW,N,3X01,Elysian Fields Av & Benefit St,70122,3,POINT (-90.05872699 29.99088794)
H2888622,100 I,No relevant video was found,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3685323,540087,8/29/2022 18:01,8/30/2022 0:34,8/30/2022 0:38,8/30/2022 0:44,GOA,GONE ON ARRIVAL,N,5L01,022XX N Galvez St,70117,5,POINT (-90.05569574 29.97893752)
H2900122,100 I,No relevant video was found,100I,HIT & RUN WITH INJURIES,2D,24,MEDICAL,2D,3700237,562139,8/29/2022 20:21,,8/29/2022 20:21,8/29/2022 23:57,RTF,REPORT TO FOLLOW,Y,7O02,Hayne Blvd & Mayo Blvd,70126,7,POINT (-90.0077871 30.03910446)
H2901522,107,Relevant video was found,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2C,3665421,535901,8/29/2022 20:42,8/29/2022 22:21,8/29/2022 20:42,8/30/2022 0:42,RTF,REPORT TO FOLLOW,Y,2S02,088XX Olive St,70118,2,POINT (-90.11869456 29.9680231)
H2924722,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3677613,523661,8/30/2022 4:52,,8/30/2022 5:47,8/30/2022 6:17,RTF,REPORT TO FOLLOW,N,6D03,Jackson Av & St Charles Av,70130,6,POINT (-90.08061222 29.93400616)
H2899222,20X,No relevant video was found,20X,AUTO ACCIDENT POLICE VEHICLE,1C,20,AUTO ACCIDENT,1E,3674330,527983,8/29/2022 20:15,,8/29/2022 20:17,8/29/2022 21:52,RTF,REPORT TO FOLLOW,N,6K02,S Derbigny St & Jackson Av,70125,6,POINT (-90.0908312 29.94598704)
H2635422,65,Relevant video was found,65,SIMPLE ROBBERY,1D,21,COMPLAINT OTHER,1J,3681810,532085,8/27/2022 6:09,,8/27/2022 6:09,8/27/2022 7:19,RTF,REPORT TO FOLLOW,Y,8D05,St Louis St & Bourbon St,70112,8,POINT (-90.06706964 29.95704093)
H2635422,65,Relevant video was found,65,SIMPLE ROBBERY,1D,21,COMPLAINT OTHER,1J,3681810,532085,8/27/2022 6:09,,8/27/2022 6:09,8/27/2022 7:19,RTF,REPORT TO FOLLOW,Y,8D05,St Louis St & Bourbon St,70112,8,POINT (-90.06706964 29.95704093)
H2934422,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3673841,537716,8/30/2022 7:57,8/30/2022 16:08,8/30/2022 16:21,8/30/2022 16:29,GOA,GONE ON ARRIVAL,N,1M03,N Norman C Francis Pkwy & Conti St,70119,1,POINT (-90.09203987 29.97276427)
H2981922,64J,Relevant video was found,64J,CARJACKING,2C,64,ARMED ROBBERY,2C,3730406,561861,8/30/2022 16:35,8/30/2022 16:40,8/30/2022 16:42,8/30/2022 19:19,RTF,REPORT TO FOLLOW,N,7L02,046XX Alcee Fortier Blvd,70129,7,POINT (-89.91245696 30.03734725)
H2981922,64J,Relevant video was found,64J,CARJACKING,2C,64,ARMED ROBBERY,2C,3730406,561861,8/30/2022 16:35,8/30/2022 16:40,8/30/2022 16:42,8/30/2022 19:19,RTF,REPORT TO FOLLOW,N,7L02,046XX Alcee Fortier Blvd,70129,7,POINT (-89.91245696 30.03734725)
H2956722,100,Relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3671016,518788,8/30/2022 12:01,8/30/2022 13:01,8/30/2022 13:09,8/30/2022 14:40,RTF,REPORT TO FOLLOW,N,2F04,Magazine St & Napoleon Av,70115,2,POINT (-90.10160549 29.92080306)
H2973222,100,No relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3691646,533385,8/30/2022 15:13,8/30/2022 16:25,8/30/2022 16:27,8/30/2022 18:38,RTF,REPORT TO FOLLOW,N,5D01,Mazant St & Chartres St,70117,5,POINT (-90.03596569 29.96031231)
H2973822,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3714788,563929,8/30/2022 15:21,8/30/2022 16:13,8/30/2022 16:35,8/30/2022 18:33,RTF,REPORT TO FOLLOW,N,7I09,060XX Bullard Av,70128,7,POINT (-89.96173256 30.04355749)
H2959922,107,No relevant video was found,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3679945,532727,8/30/2022 12:36,8/30/2022 12:37,8/30/2022 12:45,8/30/2022 13:19,GOA,GONE ON ARRIVAL,N,1.00E+01,003XX Treme St,70112,1,POINT (-90.07293637 29.95886386)
H2968222,21,Relevant video was found,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3685598,538577,8/30/2022 14:11,,8/30/2022 14:11,8/30/2022 14:12,NAT,Necessary Action Taken,Y,5G01,N Derbigny St & Mandeville St,70117,5,POINT (-90.05488154 29.97477522)
H2979622,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3702499,512024,8/30/2022 16:09,8/30/2022 16:11,8/30/2022 16:35,8/30/2022 18:17,RTF,REPORT TO FOLLOW,N,4D05,051XX Tullis Dr,70131,4,POINT (-90.00247739 29.90123561)
H3058322,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3681339,533349,8/31/2022 12:32,8/31/2022 12:37,8/31/2022 12:44,8/31/2022 15:26,RTF,REPORT TO FOLLOW,N,1.00E+03,N Rampart St & St Peter St,70112,1,POINT (-90.06851229 29.9605317)
H3066122,103F,Relevant video was found,103,DISTURBANCE (OTHER),1C,103F,FIGHT,2D,3680900,530763,8/31/2022 13:57,8/31/2022 13:59,,8/31/2022 14:35,NAT,Necessary Action Taken,N,8I01,007XX Canal St,70130,8,POINT (-90.06999034 29.95343394)
H3072122,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3681340,536548,8/31/2022 15:15,8/31/2022 15:24,8/31/2022 15:25,8/31/2022 18:29,RTF,REPORT TO FOLLOW,N,1A01,N Claiborne Av & Esplanade Av,70116,1,POINT (-90.06839956 29.96932619)
I0378822,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,1A,20,AUTO ACCIDENT,1E,3668557,535457,9/4/2022 21:22,9/4/2022 21:24,9/4/2022 21:29,9/4/2022 22:30,RTF,REPORT TO FOLLOW,N,6N02,S Carrollton Av & I-10 Onramp,70125,6,POINT (-90.10880676 29.96670993)
I0384322,103,Relevant video was found,103,DISTURBANCE (OTHER),1C,35,SIMPLE BATTERY,1F,3681202,531247,9/4/2022 22:35,,9/4/2022 23:01,9/4/2022 23:33,RTF,REPORT TO FOLLOW,N,8D04,002XX Bourbon St,70112,8,POINT (-90.06902034 29.95475488)
I0383322,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,1A,20,AUTO ACCIDENT,1E,3668274,535144,9/4/2022 22:25,9/4/2022 23:46,9/5/2022 0:22,9/5/2022 1:18,RTF,REPORT TO FOLLOW,N,6N02,S Carrollton Av & Drexel Dr,70118,6,POINT (-90.10971097 29.96585577)
